Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-mq2e,branch-s3b7,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Age,Store: Undergraduate,Store: English_Fluency,Store: Sex,Store: Gender,branch-dgjt
7,1754045616018,01/08/2025 10:53,1754049216018,1,01/08/2025 12:53,234742,9,questionnaire-hpzd,,48475119,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x566,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,33,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1754045616019,01/08/2025 10:53,1754049216019,1,01/08/2025 12:53,234742,9,questionnaire-hpzd,,48475119,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x566,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,17,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1754045616019,01/08/2025 10:53,1754049216019,1,01/08/2025 12:53,234742,9,questionnaire-hpzd,,48475119,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x566,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1754045616019,01/08/2025 10:53,1754049216019,1,01/08/2025 12:53,234742,9,questionnaire-hpzd,,48475119,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x566,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1754045616019,01/08/2025 10:53,1754049216019,1,01/08/2025 12:53,234742,9,questionnaire-hpzd,,48475119,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x566,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
12,1754045616020,01/08/2025 10:53,1754049216020,1,01/08/2025 12:53,234742,9,questionnaire-hpzd,,48475119,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x566,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,END,19751,,,,,,,,,,Voucher
1,1754047683977,01/08/2025 11:28,1754051283977,1,01/08/2025 13:28,234742,9,questionnaire-hpzd,,48475741,BLINDED,13907541,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1470x956,1456x831,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,,,,
7,1754047689869,01/08/2025 11:28,1754051289869,1,01/08/2025 13:28,234742,9,questionnaire-hpzd,,48475741,BLINDED,13907541,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1470x956,1456x831,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,25,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,
8,1754047689870,01/08/2025 11:28,1754051289870,1,01/08/2025 13:28,234742,9,questionnaire-hpzd,,48475741,BLINDED,13907541,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1470x956,1456x831,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,9,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,
9,1754047689870,01/08/2025 11:28,1754051289870,1,01/08/2025 13:28,234742,9,questionnaire-hpzd,,48475741,BLINDED,13907541,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1470x956,1456x831,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,
10,1754047689870,01/08/2025 11:28,1754051289870,1,01/08/2025 13:28,234742,9,questionnaire-hpzd,,48475741,BLINDED,13907541,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1470x956,1456x831,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,
11,1754047689870,01/08/2025 11:28,1754051289870,1,01/08/2025 13:28,234742,9,questionnaire-hpzd,,48475741,BLINDED,13907541,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1470x956,1456x831,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,Age,response,score,1,,,,,,,,,,,
12,1754047689870,01/08/2025 11:28,1754051289870,1,01/08/2025 13:28,234742,9,questionnaire-hpzd,,48475741,BLINDED,13907541,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1470x956,1456x831,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,END,5876,,,,,,,,,,
1,1754048749296,01/08/2025 11:45,1754052349296,1,01/08/2025 13:45,234742,9,questionnaire-hpzd,,48476132,BLINDED,13907670,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1680x1050,1680x970,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,,,,No Voucher
7,1754048757306,01/08/2025 11:45,1754052357306,1,01/08/2025 13:45,234742,9,questionnaire-hpzd,,48476132,BLINDED,13907670,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1680x1050,1680x970,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,22,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,No Voucher
8,1754048757306,01/08/2025 11:45,1754052357306,1,01/08/2025 13:45,234742,9,questionnaire-hpzd,,48476132,BLINDED,13907670,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1680x1050,1680x970,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,6,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,No Voucher
9,1754048757306,01/08/2025 11:45,1754052357306,1,01/08/2025 13:45,234742,9,questionnaire-hpzd,,48476132,BLINDED,13907670,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1680x1050,1680x970,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,No Voucher
10,1754048757306,01/08/2025 11:45,1754052357306,1,01/08/2025 13:45,234742,9,questionnaire-hpzd,,48476132,BLINDED,13907670,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1680x1050,1680x970,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,No Voucher
11,1754048757306,01/08/2025 11:45,1754052357306,1,01/08/2025 13:45,234742,9,questionnaire-hpzd,,48476132,BLINDED,13907670,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1680x1050,1680x970,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,Age,response,score,1,,,,,,,,,,,No Voucher
12,1754048757307,01/08/2025 11:45,1754052357307,1,01/08/2025 13:45,234742,9,questionnaire-hpzd,,48476132,BLINDED,13907670,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1680x1050,1680x970,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,END,7847,,,,,,,,,,No Voucher
1,1754049024727,01/08/2025 11:50,1754052624727,1,01/08/2025 13:50,234742,9,questionnaire-hpzd,,48476243,BLINDED,13907689,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x840,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
8,1754049032598,01/08/2025 11:50,1754052632598,1,01/08/2025 13:50,234742,9,questionnaire-hpzd,,48476243,BLINDED,13907689,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x840,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,25,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1754049032598,01/08/2025 11:50,1754052632598,1,01/08/2025 13:50,234742,9,questionnaire-hpzd,,48476243,BLINDED,13907689,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x840,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,9,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
10,1754049032598,01/08/2025 11:50,1754052632598,1,01/08/2025 13:50,234742,9,questionnaire-hpzd,,48476243,BLINDED,13907689,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x840,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1754049032598,01/08/2025 11:50,1754052632598,1,01/08/2025 13:50,234742,9,questionnaire-hpzd,,48476243,BLINDED,13907689,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x840,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
12,1754049032598,01/08/2025 11:50,1754052632598,1,01/08/2025 13:50,234742,9,questionnaire-hpzd,,48476243,BLINDED,13907689,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x840,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
13,1754049032599,01/08/2025 11:50,1754052632599,1,01/08/2025 13:50,234742,9,questionnaire-hpzd,,48476243,BLINDED,13907689,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x840,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,END,7853,,,,,,,,,,Voucher
1,1754052168118,01/08/2025 12:42,1754055768118,1,01/08/2025 14:42,234742,9,questionnaire-hpzd,,48477587,BLINDED,13908207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x695,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
7,1754052174630,01/08/2025 12:42,1754055774630,1,01/08/2025 14:42,234742,9,questionnaire-hpzd,,48477587,BLINDED,13908207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x695,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,19,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1754052174630,01/08/2025 12:42,1754055774630,1,01/08/2025 14:42,234742,9,questionnaire-hpzd,,48477587,BLINDED,13908207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x695,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,3,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1754052174630,01/08/2025 12:42,1754055774630,1,01/08/2025 14:42,234742,9,questionnaire-hpzd,,48477587,BLINDED,13908207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x695,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1754052174630,01/08/2025 12:42,1754055774630,1,01/08/2025 14:42,234742,9,questionnaire-hpzd,,48477587,BLINDED,13908207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x695,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1754052174630,01/08/2025 12:42,1754055774630,1,01/08/2025 14:42,234742,9,questionnaire-hpzd,,48477587,BLINDED,13908207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x695,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
12,1754052174631,01/08/2025 12:42,1754055774631,1,01/08/2025 14:42,234742,9,questionnaire-hpzd,,48477587,BLINDED,13908207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x695,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,END,6480,,,,,,,,,,Voucher
1,1754063531460,01/08/2025 15:52,1754067131460,1,01/08/2025 17:52,234742,9,questionnaire-hpzd,,48482666,BLINDED,13909522,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 120.0.0.0,1536x864,1495x707,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
7,1754063537942,01/08/2025 15:52,1754067137942,1,01/08/2025 17:52,234742,9,questionnaire-hpzd,,48482666,BLINDED,13909522,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 120.0.0.0,1536x864,1495x707,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,19,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1754063537942,01/08/2025 15:52,1754067137942,1,01/08/2025 17:52,234742,9,questionnaire-hpzd,,48482666,BLINDED,13909522,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 120.0.0.0,1536x864,1495x707,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,3,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1754063537942,01/08/2025 15:52,1754067137942,1,01/08/2025 17:52,234742,9,questionnaire-hpzd,,48482666,BLINDED,13909522,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 120.0.0.0,1536x864,1495x707,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1754063537942,01/08/2025 15:52,1754067137942,1,01/08/2025 17:52,234742,9,questionnaire-hpzd,,48482666,BLINDED,13909522,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 120.0.0.0,1536x864,1495x707,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1754063537942,01/08/2025 15:52,1754067137942,1,01/08/2025 17:52,234742,9,questionnaire-hpzd,,48482666,BLINDED,13909522,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 120.0.0.0,1536x864,1495x707,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
12,1754063537943,01/08/2025 15:52,1754067137943,1,01/08/2025 17:52,234742,9,questionnaire-hpzd,,48482666,BLINDED,13909522,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 120.0.0.0,1536x864,1495x707,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,END,6464,,,,,,,,,,Voucher
1,1754066098322,01/08/2025 16:34,1754069698322,1,01/08/2025 18:34,234742,9,questionnaire-hpzd,,48483379,BLINDED,13909736,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x695,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
8,1754066106176,01/08/2025 16:35,1754069706176,1,01/08/2025 18:35,234742,9,questionnaire-hpzd,,48483379,BLINDED,13909736,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x695,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,19,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1754066106176,01/08/2025 16:35,1754069706176,1,01/08/2025 18:35,234742,9,questionnaire-hpzd,,48483379,BLINDED,13909736,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x695,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,3,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
10,1754066106176,01/08/2025 16:35,1754069706176,1,01/08/2025 18:35,234742,9,questionnaire-hpzd,,48483379,BLINDED,13909736,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x695,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1754066106177,01/08/2025 16:35,1754069706177,1,01/08/2025 18:35,234742,9,questionnaire-hpzd,,48483379,BLINDED,13909736,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x695,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
12,1754066106177,01/08/2025 16:35,1754069706177,1,01/08/2025 18:35,234742,9,questionnaire-hpzd,,48483379,BLINDED,13909736,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x695,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
13,1754066106177,01/08/2025 16:35,1754069706177,1,01/08/2025 18:35,234742,9,questionnaire-hpzd,,48483379,BLINDED,13909736,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x695,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,END,7817,,,,,,,,,,Voucher
1,1754067364239,01/08/2025 16:56,1754070964239,1,01/08/2025 18:56,234742,9,questionnaire-hpzd,,48483613,BLINDED,13909813,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,,,,No Voucher
7,1754067369561,01/08/2025 16:56,1754070969561,1,01/08/2025 18:56,234742,9,questionnaire-hpzd,,48483613,BLINDED,13909813,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,20,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,No Voucher
